Translation,Target
"Also, one in three children die due to various food related diseases. The picture is similar in Southeast Asia. About 150 million people fall ill every year due to various food related diseases. Among them, 1 lakh 75 thousand are losing their lives, of which 50 thousand are children.",Misinformation
"Are we living according to the rules to prevent this diabetes? Let's see if there are any irregularities.
1. The amount of vegetables in the food list cannot be kept low.
2. In addition to vegetables, there should be foods rich in vitamin C in the list.",Misinformation
"Are we living according to the rules to prevent this diabetes? Let's see if there are any irregularities.
1. A boiled egg can be added daily to keep blood sugar levels in check.
2. Winter season has come so you can add beans, broccoli.",Misinformation
"Are we living according to the rules to prevent this diabetes? Let's see if there are any irregularities.
1. Sourdough is very important in blood sugar control.
2. Chia seeds contain a lot of fiber. It keeps our blood sugar levels under control.
3. Sweet fruits should not be eaten after evening.",Misinformation
Drinking enough water keeps your body healthy and hydrated. But the benefits of hot water are more. It is not especially good for improving digestion.,Misinformation
Various scientific studies have shown that drinking hot water between 130 and 160 degrees Fahrenheit (54 and 71°C) is optimal.,Misinformation
"Drinking a cup of hot water three to four times a day, along with deep breathing on the gentle steam of the hot water helps open up clogged sinuses, and even helps relieve sinus headaches.",Misinformation
"Mucous membranes line the sinuses and throat. Drinking hot water soothes sore throats caused by phlegm, provides quick relief from colds, coughs, sore throats and fatigue.",Misinformation
"Hot water helps to keep the digestive process active. As water moves through the stomach and intestines, the body removes waste. Drinking hot water is especially effective in activating the digestive system.",Misinformation
"Hot water can dissolve the foods you eat. As a result, that food can be easily digested by the body. Hot water affects bowel movements and gas evacuation.",Misinformation
"Not getting enough water can have a negative effect on the functioning of your nervous system, brain function can decrease, mood can become irritable.",Misinformation
Hot water boosts brain activity and keeps nerves hydrated during demanding activities.,Misinformation
"Dehydration is a common cause of constipation. In many cases, drinking water is an effective way to relieve and prevent constipation.",Misinformation
Warm water helps soften the stool and makes it easier to pass through the stool. Drinking warm water regularly helps keep your bowel movements regular.,Misinformation
"According to the Institute of Medicine recommendations, women need to drink 2.3 liters and men 3.3 liters per day.",Misinformation
"If 3 to 4 glasses of lukewarm water can be drunk, especially after meals, then the body stays hydrated.",Misinformation
"Studies have shown that if you have a common fever, drinking a cup of hot water for 6 to 8 hours will reduce the incidence of fever.",Misinformation
Hot water reduces blood pressure and the risk of cardiovascular disease. Hot water helps your circulatory system dilate arteries and veins to carry blood more effectively. Helps the body's detoxification system.,Misinformation
Hot water helps protect the kidneys by diluting blood waste products.,Misinformation
"According to the Arthritis Foundation, warm water is important for flushing your body. It can help fight inflammation, keep joints well lubricated, and prevent gout.",Misinformation
Getting into the habit of drinking hot water is easy. Try starting your day with a cup of boiled water mixed with lemon.,Misinformation
Add a light session of stretching to the routine. Hot water is enough to energize yourself to make the day better.,Misinformation
"Diabetes is a serious, long-term condition in which the body produces too much glucose when the body produces too little insulin, or when insulin cannot work.",Misinformation
"If the fasting glucose level is more than 7 and if it is more than 11 after eating, then that condition is called diabetes.
",Misinformation
"Diabetes is mainly of 3 types
1. Type 1 diabetes
2. Type 2 diabetes
3. Gestational diabetes",Misinformation
"Type 1 Diabetes: When the beta cells of the pancreas are destroyed, insulin is not produced in the required amount.",Misinformation
"Type 2 Diabetes: Cells fail to respond properly to insulin.
Gestational Diabetes: Gestational diabetes occurs when there is no previous history of diabetes but the blood glucose levels rise during pregnancy.",Misinformation
